"#""+ESI Scan (scans: #13-17"," 5 scans) Frag=200.0V 154-254 GFPuv oMeY run002.d  Subtract Deconvoluted (Isotope Width=0.0)""",,
#Point,X(Daltons),Y(Counts),
2204,25204,4822.987305,
2205,25205,5010.754883,
2206,25206,4922.642578,
2207,25207,4574.339844,
2208,25208,4199.578125,
2209,25209,3946.786133,
2210,25210,3807.379639,
2211,25211,3732.067871,
2212,25212,3622.304688,
2213,25213,3339.429932,
2214,25214,2905.353271,
2215,25215,2534.205322,
2216,25216,2387.476807,
2217,25217,2420.91333,
2218,25218,2456.023193,
2219,25219,2342.284912,
2220,25220,2056.105713,
2221,25221,1707.53125,
2222,25222,1443.231812,
2223,25223,1304.68689,
2224,25224,1233.074219,
2225,25225,1183.05127,
2226,25226,1181.81311,
2227,25227,1293.555176,
2228,25228,1529.80603,
2229,25229,1796.484253,
2230,25230,1952.380127,
2231,25231,1939.654907,
2232,25232,1816.844238,
2233,25233,1670.522583,
2234,25234,1568.568115,
2235,25235,1550.454834,
2236,25236,1603.259888,
2237,25237,1707.546143,
2238,25238,1885.336792,
2239,25239,2148.61499,
2240,25240,2460.116211,
2241,25241,2744.567383,
2242,25242,2927.061035,
2243,25243,3036.639648,
2244,25244,3236.055664,
2245,25245,3663.851807,
2246,25246,4294.535156,
2247,25247,4976.603027,
2248,25248,5484.116699,
2249,25249,5552.859375,
2250,25250,5114.053711,
2251,25251,4407.72998,
2252,25252,3708.549561,
2253,25253,3189.142334,
2254,25254,2984.686768,
2255,25255,3112.002441,
2256,25256,3448.729248,
2257,25257,3874.48999,
2258,25258,4261.647949,
2259,25259,4381.954102,
2260,25260,4085.434326,
2261,25261,3504.806641,
2262,25262,2900.9646,
2263,25263,2433.591553,
2264,25264,2157.312012,
2265,25265,2083.631104,
2266,25266,2219.241699,
2267,25267,2590.901123,
2268,25268,3193.200439,
2269,25269,3930.524658,
2270,25270,4605.49707,
2271,25271,5033.693359,
2272,25272,5265.010254,
2273,25273,5548.586914,
2274,25274,5998.103516,
2275,25275,6359.875,
2276,25276,6252.320801,
2277,25277,5706.34668,
2278,25278,5172.245605,
2279,25279,4947.243164,
2280,25280,4978.367188,
2281,25281,5104.85498,
2282,25282,5157.337891,
2283,25283,5041.09082,
2284,25284,4814.281738,
2285,25285,4521.131348,
2286,25286,4184.32959,
2287,25287,3920.452393,
2288,25288,3773.847412,
2289,25289,3654.458252,
2290,25290,3533.267822,
2291,25291,3456.726563,
2292,25292,3391.471191,
2293,25293,3288.963867,
2294,25294,3221.279541,
2295,25295,3236.158691,
2296,25296,3286.621094,
2297,25297,3395.529785,
2298,25298,3596.461426,
2299,25299,3766.249268,
2300,25300,3723.088867,
2301,25301,3420.025146,
2302,25302,2992.227295,
2303,25303,2641.824951,
2304,25304,2510.994385,
2305,25305,2638.897217,
2306,25306,2955.053467,
2307,25307,3390.949463,
2308,25308,3950.08374,
2309,25309,4503.712891,
2310,25310,4776.708984,
2311,25311,4694.907715,
2312,25312,4492.069824,
2313,25313,4404.271484,
2314,25314,4375.861816,
2315,25315,4181.643066,
2316,25316,3824.635986,
2317,25317,3569.82373,
2318,25318,3538.255127,
2319,25319,3599.232178,
2320,25320,3703.917725,
2321,25321,3976.207275,
2322,25322,4429.70166,
2323,25323,4784.544434,
2324,25324,4722.30957,
2325,25325,4278.010254,
2326,25326,3732.077148,
2327,25327,3268.873535,
2328,25328,2924.206787,
2329,25329,2664.940186,
2330,25330,2472.562256,
2331,25331,2375.327881,
2332,25332,2370.626221,
2333,25333,2423.608154,
2334,25334,2547.331787,
2335,25335,2766.692627,
2336,25336,3003.286621,
2337,25337,3070.502441,
2338,25338,2861.635742,
2339,25339,2479.51123,
2340,25340,2107.376221,
2341,25341,1873.586304,
2342,25342,1829.730347,
2343,25343,1946.972412,
2344,25344,2154.871338,
2345,25345,2388.916016,
2346,25346,2576.387695,
2347,25347,2644.657471,
2348,25348,2594.034424,
2349,25349,2471.501953,
2350,25350,2286.49292,
2351,25351,2062.312256,
2352,25352,1877.461914,
2353,25353,1792.086304,
2354,25354,1813.019409,
2355,25355,1908.124634,
2356,25356,2010.088989,
2357,25357,2034.353271,
2358,25358,1916.204712,
2359,25359,1681.516846,
2360,25360,1467.871216,
2361,25361,1398.409058,
2362,25362,1469.081421,
2363,25363,1573.722412,
2364,25364,1616.499146,
2365,25365,1608.318359,
2366,25366,1636.693237,
2367,25367,1748.771118,
2368,25368,1895.827271,
2369,25369,2006.400879,
2370,25370,2065.380371,
2371,25371,2113.375244,
2372,25372,2207.902588,
2373,25373,2357.652832,
2374,25374,2530.771484,
2375,25375,2716.537598,
2376,25376,2887.231934,
2377,25377,3021.599854,
2378,25378,3220.442383,
2379,25379,3584.401611,
2380,25380,4006.189209,
2381,25381,4286.740723,
2382,25382,4349.796875,
2383,25383,4255.210938,
2384,25384,4086.353027,
2385,25385,3840.486328,
2386,25386,3542.603027,
2387,25387,3357.803711,
2388,25388,3378.041748,
2389,25389,3541.705078,
2390,25390,3815.398682,
2391,25391,4200.794922,
2392,25392,4546.430664,
2393,25393,4557.64502,
2394,25394,4167.448242,
2395,25395,3662.504639,
2396,25396,3295.49292,
2397,25397,3067.9375,
2398,25398,2927.980713,
2399,25399,2893.530762,
2400,25400,2893.013184,
2401,25401,2752.72168,
2402,25402,2443.973389,
2403,25403,2119.609375,
2404,25404,1950.778442,
2405,25405,2042.7229,
2406,25406,2389.015869,
2407,25407,2868.893799,
2408,25408,3341.64917,
2409,25409,3740.237305,
2410,25410,4043.335938,
2411,25411,4243.67627,
2412,25412,4366.643555,
2413,25413,4368.952637,
2414,25414,4184.804199,
2415,25415,3938.108643,
2416,25416,3793.818359,
2417,25417,3707.274902,
2418,25418,3538.030029,
2419,25419,3296.309814,
2420,25420,3127.916504,
2421,25421,3013.033691,
2422,25422,2745.010254,
2423,25423,2317.83252,
2424,25424,1974.432739,
2425,25425,1860.605225,
2426,25426,1933.378906,
2427,25427,2126.240234,
2428,25428,2410.068604,
2429,25429,2725.744385,
2430,25430,2979.770752,
2431,25431,3145.548096,
2432,25432,3252.055908,
2433,25433,3251.91333,
2434,25434,3091.86792,
2435,25435,2863.021729,
2436,25436,2692.258789,
2437,25437,2614.906006,
2438,25438,2588.178711,
2439,25439,2502.443848,
2440,25440,2298.842041,
2441,25441,2097.435547,
2442,25442,2073.13623,
2443,25443,2279.177246,
2444,25444,2643.742676,
2445,25445,3069.445801,
2446,25446,3466.875488,
2447,25447,3652.365234,
2448,25448,3421.138916,
2449,25449,2846.396484,
2450,25450,2267.421875,
2451,25451,1951.515625,
2452,25452,1926.781372,
2453,25453,2052.353027,
2454,25454,2145.242676,
2455,25455,2098.682861,
2456,25456,1949.335693,
2457,25457,1803.446533,
2458,25458,1682.195557,
2459,25459,1563.659058,
2460,25460,1524.217651,
2461,25461,1663.081665,
2462,25462,1963.073608,
2463,25463,2305.091797,
2464,25464,2580.598877,
2465,25465,2758.197754,
2466,25466,2856.419678,
2467,25467,2922.945801,
2468,25468,2960.666016,
2469,25469,2879.607666,
2470,25470,2641.664551,
2471,25471,2326.284912,
2472,25472,2055.865967,
2473,25473,1943.5177,
2474,25474,2002.169922,
2475,25475,2129.570068,
2476,25476,2207.31543,
2477,25477,2139.838867,
2478,25478,1926.093262,
2479,25479,1723.807129,
2480,25480,1720.391357,
2481,25481,2007.666382,
2482,25482,2553.161621,
2483,25483,3187.326416,
2484,25484,3683.647217,
2485,25485,3894.831299,
2486,25486,3850.73877,
2487,25487,3738.01123,
2488,25488,3683.97583,
2489,25489,3649.862549,
2490,25490,3616.765381,
2491,25491,3627.769043,
2492,25492,3634.176025,
2493,25493,3521.457275,
2494,25494,3234.039551,
2495,25495,2799.848877,
2496,25496,2311.183594,
2497,25497,1923.826416,
2498,25498,1792.879272,
2499,25499,1922.991821,
2500,25500,2144.664551,
2501,25501,2275.513916,
2502,25502,2261.159424,
2503,25503,2193.976563,
2504,25504,2207.543213,
2505,25505,2319.397705,
2506,25506,2424.358887,
2507,25507,2460.991699,
2508,25508,2507.584961,
2509,25509,2668.63501,
2510,25510,2912.777588,
2511,25511,3106.989746,
2512,25512,3187.260742,
2513,25513,3200.635254,
2514,25514,3249.854248,
2515,25515,3451.943848,
2516,25516,3807.968018,
2517,25517,4153.763184,
2518,25518,4391.493164,
2519,25519,4603.927734,
2520,25520,4807.223145,
2521,25521,4799.498047,
2522,25522,4411.271973,
2523,25523,3757.395508,
2524,25524,3123.131836,
2525,25525,2717.89209,
2526,25526,2579.802002,
2527,25527,2633.161621,
2528,25528,2759.85376,
2529,25529,2856.838379,
2530,25530,2928.929443,
2531,25531,3055.994629,
2532,25532,3236.943848,
2533,25533,3374.001221,
2534,25534,3421.931641,
2535,25535,3421.034668,
2536,25536,3381.334961,
2537,25537,3301.894287,
2538,25538,3246.785889,
2539,25539,3311.916992,
2540,25540,3531.211182,
2541,25541,3768.781494,
2542,25542,3840.640381,
2543,25543,3758.796387,
2544,25544,3640.966553,
2545,25545,3522.569092,
2546,25546,3386.834229,
2547,25547,3199.952148,
2548,25548,2942.496094,
2549,25549,2670.765381,
2550,25550,2474.698975,
2551,25551,2390.449951,
2552,25552,2375.943115,
2553,25553,2357.100342,
2554,25554,2298.572266,
2555,25555,2215.806152,
2556,25556,2107.39917,
2557,25557,1953.367065,
2558,25558,1774.359619,
2559,25559,1588.569946,
2560,25560,1395.197754,
2561,25561,1238.313721,
2562,25562,1183.129761,
2563,25563,1252.614624,
2564,25564,1408.609253,
2565,25565,1566.929565,
2566,25566,1667.853149,
2567,25567,1733.816406,
2568,25568,1830.043945,
2569,25569,1978.496216,
2570,25570,2124.318115,
2571,25571,2204.993652,
2572,25572,2198.960693,
2573,25573,2092.334961,
2574,25574,1929.362427,
2575,25575,1854.784058,
2576,25576,1969.711548,
2577,25577,2247.540283,
2578,25578,2631.978027,
2579,25579,3061.549561,
2580,25580,3464.127686,
2581,25581,3851.157227,
2582,25582,4286.807129,
2583,25583,4781.310547,
2584,25584,5337.73291,
2585,25585,5977.293945,
2586,25586,6679.151367,
2587,25587,7367.359375,
2588,25588,7878.234375,
2589,25589,8048.867676,
2590,25590,7845.559082,
2591,25591,7240.69043,
2592,25592,6311.538086,
2593,25593,5426.082031,
2594,25594,4908.282227,
2595,25595,4778.062988,
2596,25596,4862.264648,
2597,25597,4949.644531,
2598,25598,5049.981934,
2599,25599,5446.092773,
2600,25600,6308.611816,
2601,25601,7400.76416,
2602,25602,8198.982422,
2603,25603,8332.458984,
2604,25604,7884.967773,
2605,25605,7199.930664,
2606,25606,6617.316406,
2607,25607,6339.631836,
2608,25608,6285.663086,
2609,25609,6228.735352,
2610,25610,6098.650391,
2611,25611,5903.368652,
2612,25612,5558.970215,
2613,25613,5054.583496,
2614,25614,4532.817871,
2615,25615,4129.414063,
2616,25616,3929.251465,
2617,25617,3944.768799,
2618,25618,4023.556396,
2619,25619,4018.673584,
2620,25620,4013.491699,
2621,25621,4115.542969,
2622,25622,4268.315918,
2623,25623,4452.516113,
2624,25624,4763.818848,
2625,25625,5169.236328,
2626,25626,5369.532227,
2627,25627,5145.209961,
2628,25628,4731.616699,
2629,25629,4512.314453,
2630,25630,4575.071777,
2631,25631,4809.121582,
2632,25632,5132.820313,
2633,25633,5468.100586,
2634,25634,5665.312012,
2635,25635,5622.074707,
2636,25636,5441.236328,
2637,25637,5314.790039,
2638,25638,5288.044922,
2639,25639,5240.148438,
2640,25640,5025.041992,
2641,25641,4666.666016,
2642,25642,4439.808105,
2643,25643,4614.985352,
2644,25644,5147.641113,
2645,25645,5707.84668,
2646,25646,6025.616211,
2647,25647,6077.507324,
2648,25648,5881.807617,
2649,25649,5406.700684,
2650,25650,4736.021973,
2651,25651,4120.398926,
2652,25652,3810.613281,
2653,25653,3846.104492,
2654,25654,4074.292725,
2655,25655,4316.570313,
2656,25656,4454.171875,
2657,25657,4521.679688,
2658,25658,4741.684082,
2659,25659,5367.603027,
2660,25660,6470.941406,
2661,25661,7732.674805,
2662,25662,8473.740234,
2663,25663,8316.491211,
2664,25664,7614.172363,
2665,25665,6909.226074,
2666,25666,6499.391113,
2667,25667,6479.149902,
2668,25668,6696.967773,
2669,25669,6804.335449,
2670,25670,6564.641113,
2671,25671,6091.969727,
2672,25672,5706.247559,
2673,25673,5585.540039,
2674,25674,5619.109863,
2675,25675,5591.756348,
2676,25676,5422.202637,
2677,25677,5164.354492,
2678,25678,4906.005859,
2679,25679,4728.929688,
2680,25680,4718.54541,
2681,25681,4951.860352,
2682,25682,5425.946289,
2683,25683,6052.957031,
2684,25684,6735.393066,
2685,25685,7346.023438,
2686,25686,7636.991699,
2687,25687,7444.693359,
2688,25688,6960.520508,
2689,25689,6441.350098,
2690,25690,5902.695801,
2691,25691,5306.36377,
2692,25692,4724.246582,
2693,25693,4260.190918,
2694,25694,3947.961914,
2695,25695,3771.988281,
2696,25696,3737.466064,
2697,25697,3853.093506,
2698,25698,4086.927246,
2699,25699,4357.385254,
2700,25700,4613.525879,
2701,25701,4892.414551,
2702,25702,5160.485352,
2703,25703,5302.938477,
2704,25704,5415.138184,
2705,25705,5793.35498,
2706,25706,6503.793945,
2707,25707,7142.02002,
2708,25708,7217.110352,
2709,25709,6737.293945,
2710,25710,6104.581055,
2711,25711,5547.557129,
2712,25712,5075.755371,
2713,25713,4741.089844,
2714,25714,4527.972656,
2715,25715,4238.897949,
2716,25716,3783.594727,
2717,25717,3381.521973,
2718,25718,3301.894043,
2719,25719,3554.048584,
2720,25720,3941.028076,
2721,25721,4360.969238,
2722,25722,4935.151367,
2723,25723,5812.001953,
2724,25724,7041.313965,
2725,25725,8579.827148,
2726,25726,10063.64746,
2727,25727,10739.78516,
2728,25728,10164.18945,
2729,25729,8798.570313,
2730,25730,7481.413086,
2731,25731,6639.828125,
2732,25732,6168.111328,
2733,25733,5758.210449,
2734,25734,5391.987305,
2735,25735,5417.60498,
2736,25736,5986.275391,
2737,25737,6778.103516,
2738,25738,7397.131348,
2739,25739,7675.463379,
2740,25740,7663.199707,
2741,25741,7622.38916,
2742,25742,7874.062988,
2743,25743,8459.185547,
2744,25744,9036.353516,
2745,25745,9254.150391,
2746,25746,9173.819336,
2747,25747,9147.488281,
2748,25748,9369.230469,
2749,25749,9708.390625,
2750,25750,9923.541016,
2751,25751,9785.442383,
2752,25752,9047.202148,
2753,25753,7763.683594,
2754,25754,6453.832031,
2755,25755,5627.515137,
2756,25756,5411.236328,
2757,25757,5629.742188,
2758,25758,6049.159668,
2759,25759,6479.04248,
2760,25760,6688.947754,
2761,25761,6435.468262,
2762,25762,5724.181152,
2763,25763,4879.937988,
2764,25764,4199.844238,
2765,25765,3740.232666,
2766,25766,3463.935303,
2767,25767,3359.597168,
2768,25768,3422.442871,
2769,25769,3647.031982,
2770,25770,4058.871338,
2771,25771,4646.899414,
2772,25772,5230.451172,
2773,25773,5556.93457,
2774,25774,5534.484375,
2775,25775,5301.824219,
2776,25776,5167.67627,
2777,25777,5396.132324,
2778,25778,5906.169434,
2779,25779,6325.897461,
2780,25780,6472.751465,
2781,25781,6507.807129,
2782,25782,6562.608398,
2783,25783,6586.217773,
2784,25784,6453.541016,
2785,25785,6051.648438,
2786,25786,5420.865234,
2787,25787,4727.291504,
2788,25788,4094.944336,
2789,25789,3602.846924,
2790,25790,3379.882813,
2791,25791,3612.966064,
2792,25792,4365.813965,
2793,25793,5421.223145,
2794,25794,6453.568359,
2795,25795,7260.290039,
2796,25796,7748.812012,
2797,25797,7878.161133,
2798,25798,7693.433105,
2799,25799,7285.959473,
2800,25800,6697.947266,
2801,25801,6053.850586,
2802,25802,5636.567383,
2803,25803,5541.122559,
2804,25804,5481.71875,
2805,25805,5179.200195,
2806,25806,4693.795898,
2807,25807,4240.246094,
2808,25808,3927.098633,
2809,25809,3744.14502,
2810,25810,3679.416016,
2811,25811,3785.116211,
2812,25812,4046.401123,
2813,25813,4249.51416,
2814,25814,4207.061035,
2815,25815,4048.157715,
2816,25816,4043.478516,
2817,25817,4309.280762,
2818,25818,4809.550781,
2819,25819,5419.734375,
2820,25820,5943.78418,
2821,25821,6154.495117,
2822,25822,5921.109375,
2823,25823,5382.916992,
2824,25824,4861.134766,
2825,25825,4554.688477,
2826,25826,4442.542969,
2827,25827,4486.142578,
2828,25828,4751.541992,
2829,25829,5179.333008,
2830,25830,5426.566895,
2831,25831,5269.536133,
2832,25832,4987.181152,
2833,25833,5012.213867,
2834,25834,5458.98584,
2835,25835,6129.153809,
2836,25836,6692.457031,
2837,25837,6897.744141,
2838,25838,6761.394043,
2839,25839,6529.912598,
2840,25840,6469.541504,
2841,25841,6591.335449,
2842,25842,6586.689941,
2843,25843,6227.758789,
2844,25844,5658.461426,
2845,25845,5152.926758,
2846,25846,4862.220703,
2847,25847,4831.443359,
2848,25848,5085.581055,
2849,25849,5628.185059,
2850,25850,6299.225098,
2851,25851,6797.910156,
2852,25852,6981.672852,
2853,25853,6931.20166,
2854,25854,6846.40332,
2855,25855,6977.106445,
2856,25856,7293.317383,
2857,25857,7504.90625,
2858,25858,7589.519531,
2859,25859,7756.07373,
2860,25860,8045.125,
2861,25861,8363.476563,
2862,25862,8700.047852,
2863,25863,9113.796875,
2864,25864,9558.579102,
2865,25865,9868.486328,
2866,25866,9882.107422,
2867,25867,9500.055664,
2868,25868,8812.291992,
2869,25869,8167.038086,
2870,25870,7902.746094,
2871,25871,8040.35791,
2872,25872,8292.301758,
2873,25873,8313.90918,
2874,25874,8007.691406,
2875,25875,7571.817383,
2876,25876,7183.379395,
2877,25877,6828.527344,
2878,25878,6448.130859,
2879,25879,6040.493652,
2880,25880,5718.744629,
2881,25881,5711.557617,
2882,25882,6121.844727,
2883,25883,6722.975098,
2884,25884,7189.149414,
2885,25885,7407.177246,
2886,25886,7372.570801,
2887,25887,7047.554688,
2888,25888,6499.418945,
2889,25889,5970.899414,
2890,25890,5704.750977,
2891,25891,5761.597168,
2892,25892,6056.713867,
2893,25893,6468.020508,
2894,25894,6916.92041,
2895,25895,7376.576172,
2896,25896,7692.972656,
2897,25897,7668.14502,
2898,25898,7456.446289,
2899,25899,7470.189941,
2900,25900,7861.118164,
2901,25901,8428.355469,
2902,25902,8993.168945,
2903,25903,9585.727539,
2904,25904,10189.59375,
2905,25905,10525.24805,
2906,25906,10353.0957,
2907,25907,9874.735352,
2908,25908,9610.508789,
2909,25909,9974.207031,
2910,25910,11024.69922,
2911,25911,12420.0332,
2912,25912,13552.7832,
2913,25913,13891.06836,
2914,25914,13282.50098,
2915,25915,12121.72656,
2916,25916,11091.05859,
2917,25917,10482.70898,
2918,25918,10158.86719,
2919,25919,10144.23828,
2920,25920,10593.96387,
2921,25921,11202.18164,
2922,25922,11322.74316,
2923,25923,10741.15723,
2924,25924,9840.572266,
2925,25925,9096.145508,
2926,25926,8727.862305,
2927,25927,8756.003906,
2928,25928,9089.612305,
2929,25929,9519.245117,
2930,25930,9900.870117,
2931,25931,10260.74219,
2932,25932,10624.24902,
2933,25933,11034.76465,
2934,25934,11605.48535,
2935,25935,12338.46777,
2936,25936,13066.7041,
2937,25937,13544.01367,
2938,25938,13692.2373,
2939,25939,13771.74121,
2940,25940,13966.32813,
2941,25941,14121.40332,
2942,25942,13948.04785,
2943,25943,13108.8252,
2944,25944,11611.21973,
2945,25945,10139.20313,
2946,25946,9391.310547,
2947,25947,9236.229492,
2948,25948,8917.692383,
2949,25949,8123.757324,
2950,25950,7336.373047,
2951,25951,7013.397461,
2952,25952,7100.035156,
2953,25953,7322.321289,
2954,25954,7545.919922,
2955,25955,7837.191895,
2956,25956,8182.535156,
2957,25957,8350.166992,
2958,25958,8162.369629,
2959,25959,7699.776367,
2960,25960,7197.458008,
2961,25961,6844.938965,
2962,25962,6710.507324,
2963,25963,6823.109375,
2964,25964,7215.681152,
2965,25965,7778.020508,
2966,25966,8195.742188,
2967,25967,8256.316406,
2968,25968,8108.431152,
2969,25969,8007.906738,
2970,25970,7923.385742,
2971,25971,7670.699707,
2972,25972,7306.731445,
2973,25973,7085.253906,
2974,25974,7206.396484,
2975,25975,7753.687988,
2976,25976,8572.960938,
2977,25977,9153.589844,
2978,25978,9052.038086,
2979,25979,8463.682617,
2980,25980,7990.756836,
2981,25981,7930.477539,
2982,25982,8035.691406,
2983,25983,7952.857422,
2984,25984,7767.128418,
2985,25985,7962.32959,
2986,25986,8836.564453,
2987,25987,10086.0791,
2988,25988,11068.30957,
2989,25989,11438.89551,
2990,25990,11354.98145,
2991,25991,11090.75293,
2992,25992,10779.90332,
2993,25993,10528.92578,
2994,25994,10475.79102,
2995,25995,10649.96777,
2996,25996,10787.09082,
2997,25997,10437.47949,
2998,25998,9497.999023,
2999,25999,8474.304688,
3000,26000,7991.967285,
3001,26001,8226.432617,
3002,26002,8968.852539,
3003,26003,9981.959961,
3004,26004,11062.13965,
3005,26005,12018.18555,
3006,26006,12766.12891,
3007,26007,13314.90234,
3008,26008,13592.13477,
3009,26009,13483.78223,
3010,26010,13172.94531,
3011,26011,13018.17871,
3012,26012,13020.30859,
3013,26013,12813.61816,
3014,26014,12160.45117,
3015,26015,11202.22754,
3016,26016,10198.12891,
3017,26017,9241.489258,
3018,26018,8345.670898,
3019,26019,7585.649414,
3020,26020,7043.77002,
3021,26021,6790.159668,
3022,26022,6870.90332,
3023,26023,7234.078613,
3024,26024,7813.267578,
3025,26025,8602.130859,
3026,26026,9463.432617,
3027,26027,9995.610352,
3028,26028,9898.319336,
3029,26029,9384.203125,
3030,26030,8932.333984,
3031,26031,8796.040039,
3032,26032,8910.444336,
3033,26033,9050.59668,
3034,26034,8920.056641,
3035,26035,8318.788086,
3036,26036,7376.555176,
3037,26037,6420.277344,
3038,26038,5673.049805,
3039,26039,5255.556641,
3040,26040,5284.590332,
3041,26041,5795.243164,
3042,26042,6654.682129,
3043,26043,7588.449219,
3044,26044,8293.862305,
3045,26045,8654.84082,
3046,26046,8811.957031,
3047,26047,8959.399414,
3048,26048,9238.206055,
3049,26049,9746.431641,
3050,26050,10363.87012,
3051,26051,10753.88965,
3052,26052,10717.83594,
3053,26053,10269.97852,
3054,26054,9458.884766,
3055,26055,8405.048828,
3056,26056,7380.977051,
3057,26057,6668.562988,
3058,26058,6386.733398,
3059,26059,6491.402344,
3060,26060,6762.757324,
3061,26061,6884.706055,
3062,26062,6784.437988,
3063,26063,6731.797852,
3064,26064,6936.571777,
3065,26065,7219.691406,
3066,26066,7291.132813,
3067,26067,7119.12207,
3068,26068,6847.006836,
3069,26069,6631.039551,
3070,26070,6538.870117,
3071,26071,6481.849121,
3072,26072,6320.992676,
3073,26073,6004.437012,
3074,26074,5600.061035,
3075,26075,5237.498535,
3076,26076,5027.322266,
3077,26077,5021.716797,
3078,26078,5212.908691,
3079,26079,5538.762695,
3080,26080,5928.205078,
3081,26081,6406.72168,
3082,26082,7010.214355,
3083,26083,7506.015625,
3084,26084,7533.428711,
3085,26085,7046.112305,
3086,26086,6294.964355,
3087,26087,5525.834961,
3088,26088,4888.120117,
3089,26089,4485.663086,
3090,26090,4386.476074,
3091,26091,4580.532227,
3092,26092,4927.867676,
3093,26093,5162.464844,
3094,26094,5080.499023,
3095,26095,4747.118164,
3096,26096,4397.865234,
3097,26097,4167.58252,
3098,26098,4019.071289,
3099,26099,3913.942627,
3100,26100,3928.11499,
3101,26101,4170.42627,
3102,26102,4633.387207,
3103,26103,5140.185547,
3104,26104,5479.754395,
3105,26105,5567.685059,
3106,26106,5454.992676,
3107,26107,5236.385742,
3108,26108,4969.79541,
3109,26109,4717.277832,
3110,26110,4634.083496,
3111,26111,4872.652832,
3112,26112,5363.485352,
3113,26113,5828.026367,
3114,26114,6056.192871,
3115,26115,6040.0625,
3116,26116,5849.865723,
3117,26117,5560.972656,
3118,26118,5274.731445,
3119,26119,5085.150391,
3120,26120,5082.481934,
3121,26121,5339.699707,
3122,26122,5755.316406,
3123,26123,6075.52002,
3124,26124,6166.359375,
3125,26125,6065.660156,
3126,26126,5852.120117,
3127,26127,5691.383789,
3128,26128,5771.408203,
3129,26129,6032.665527,
3130,26130,6271.580566,
3131,26131,6424.994141,
3132,26132,6454.672363,
3133,26133,6258.855469,
3134,26134,5900.710449,
3135,26135,5601.385742,
3136,26136,5447.713867,
3137,26137,5342.11084,
3138,26138,5261.716797,
3139,26139,5353.853516,
3140,26140,5655.234863,
3141,26141,5953.44873,
3142,26142,6076.506348,
3143,26143,6101.000488,
3144,26144,6150.381836,
3145,26145,6175.796387,
3146,26146,6144.573242,
3147,26147,6224.848145,
3148,26148,6497.605469,
3149,26149,6759.687012,
3150,26150,6828.893066,
3151,26151,6790.890625,
3152,26152,6869.938965,
3153,26153,7209.924316,
3154,26154,7751.722656,
3155,26155,8224.977539,
3156,26156,8297.977539,
3157,26157,7792.415039,
3158,26158,6726.861816,
3159,26159,5318.641602,
3160,26160,3992.470703,
3161,26161,3115.806885,
3162,26162,2767.252197,
3163,26163,2845.234131,
3164,26164,3220.997803,
3165,26165,3759.728516,
3166,26166,4287.311523,
3167,26167,4608.571289,
3168,26168,4629.015137,
3169,26169,4444.006348,
3170,26170,4252.165527,
3171,26171,4192.971191,
3172,26172,4285.430664,
3173,26173,4438.764648,
3174,26174,4465.572754,
3175,26175,4243.20166,
3176,26176,3893.648926,
3177,26177,3666.526855,
3178,26178,3723.452148,
3179,26179,4060.977539,
3180,26180,4529.411133,
3181,26181,4897.529297,
3182,26182,4928.51709,
3183,26183,4561.120605,
3184,26184,4059.451904,
3185,26185,3806.802246,
3186,26186,3960.422119,
3187,26187,4371.702637,
3188,26188,4794.847168,
3189,26189,5085.296387,
3190,26190,5160.556152,
3191,26191,4987.456055,
3192,26192,4660.899902,
3193,26193,4309.80127,
3194,26194,3998.920654,
3195,26195,3774.698975,
3196,26196,3717.916504,
3197,26197,3949.005127,
3198,26198,4547.110352,
3199,26199,5397.852539,
3200,26200,6163.949219,
3201,26201,6514.277344,
3202,26202,6351.058594,
3203,26203,5771.711426,
3204,26204,4982.772949,
3205,26205,4247.779297,
3206,26206,3720.469482,
3207,26207,3400.022217,
3208,26208,3284.016846,
3209,26209,3410.559082,
3210,26210,3807.807129,
3211,26211,4509.830078,
3212,26212,5508.455566,
3213,26213,6601.886719,
3214,26214,7392.754395,
3215,26215,7561.430176,
3216,26216,7163.818359,
3217,26217,6598.916992,
3218,26218,6277.368652,
3219,26219,6312.577637,
3220,26220,6413.51123,
3221,26221,6185.055176,
3222,26222,5682.324219,
3223,26223,5337.466797,
3224,26224,5317.620117,
3225,26225,5433.527832,
3226,26226,5553.120117,
3227,26227,5701.202148,
3228,26228,5846.169922,
3229,26229,5869.869141,
3230,26230,5828.344727,
3231,26231,6016.000977,
3232,26232,6542.339355,
3233,26233,7040.055664,
3234,26234,7105.415527,
3235,26235,6807.097168,
3236,26236,6397.788086,
3237,26237,5823.445313,
3238,26238,4956.436523,
3239,26239,4009.859619,
3240,26240,3298.998047,
3241,26241,2889.397461,
3242,26242,2698.691162,
3243,26243,2635.552979,
3244,26244,2584.233887,
3245,26245,2463.517578,
3246,26246,2298.97876,
3247,26247,2152.791016,
3248,26248,2035.782593,
3249,26249,1931.392944,
3250,26250,1832.391357,
3251,26251,1729.743286,
3252,26252,1626.429932,
3253,26253,1560.207275,
3254,26254,1574.398682,
3255,26255,1675.880493,
3256,26256,1822.307007,
3257,26257,1955.652466,
3258,26258,2071.470215,
3259,26259,2212.424316,
3260,26260,2370.241455,
3261,26261,2465.669678,
3262,26262,2440.413574,
3263,26263,2316.421387,
3264,26264,2185.613037,
3265,26265,2161.813232,
3266,26266,2287.850098,
3267,26267,2492.704102,
3268,26268,2664.833252,
3269,26269,2729.48584,
3270,26270,2674.171387,
3271,26271,2565.221924,
3272,26272,2526.617188,
